,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
10673,male,group B,bachelor's degree,standard,completed,80,81,80
10674,female,group D,bachelor's degree,standard,none,63,81,81
10675,female,group D,some college,standard,none,72,88,90
10676,female,group C,master's degree,standard,completed,74,89,89
10677,female,group D,some college,standard,none,83,85,85
10678,female,group B,some high school,free/reduced,none,44,53,54
10679,male,group B,high school,standard,completed,61,67,63
10680,male,group C,some high school,standard,none,49,47,40
10681,male,group C,high school,standard,none,77,83,83
10682,male,group B,associate's degree,free/reduced,completed,61,59,58
10683,male,group B,high school,standard,none,59,57,58
10684,female,group A,some college,standard,none,72,72,70
10685,male,group D,some high school,standard,none,71,61,59
10686,female,group B,some college,free/reduced,none,55,71,61
10687,female,group B,associate's degree,free/reduced,none,73,88,82
10688,male,group D,some college,free/reduced,none,77,78,73
10689,female,group D,high school,standard,none,69,76,77
10690,male,group B,master's degree,standard,none,66,59,58
10691,female,group D,some high school,standard,none,85,91,92
10692,male,group D,some college,standard,none,47,43,47
10693,male,group E,master's degree,free/reduced,completed,69,47,56
10694,male,group B,associate's degree,free/reduced,completed,66,71,66
10695,female,group C,associate's degree,standard,none,37,40,41
10696,female,group A,associate's degree,standard,completed,74,86,89
10697,female,group B,some high school,free/reduced,none,50,61,58
10698,male,group C,some college,standard,completed,63,56,57
10699,female,group C,associate's degree,standard,none,50,60,60
10700,male,group E,some high school,standard,none,83,83,73
10701,female,group D,high school,standard,none,72,79,79
10702,female,group C,bachelor's degree,free/reduced,none,62,69,70
10703,female,group D,some college,free/reduced,none,69,79,84
10704,female,group C,high school,standard,completed,47,59,62
10705,male,group B,bachelor's degree,standard,completed,55,51,50
10706,male,group E,associate's degree,free/reduced,none,61,66,55
10707,female,group C,high school,free/reduced,none,48,59,51
10708,male,group C,master's degree,standard,none,58,57,62
10709,female,group E,associate's degree,free/reduced,none,39,36,41
10710,male,group D,master's degree,free/reduced,none,80,79,75
10711,male,group D,associate's degree,standard,completed,86,80,85
10712,female,group D,bachelor's degree,free/reduced,completed,61,74,78
10713,female,group D,some college,free/reduced,none,56,59,68
10714,female,group C,some high school,standard,completed,55,62,70
10715,male,group C,associate's degree,standard,completed,75,72,70
10716,male,group D,some college,free/reduced,none,47,49,45
10717,male,group B,some college,standard,completed,64,61,69
10718,female,group C,some high school,free/reduced,completed,35,53,45
10719,female,group E,bachelor's degree,standard,none,93,83,83
10720,male,group D,bachelor's degree,standard,none,59,62,59
10721,male,group E,high school,standard,none,88,77,70
10722,male,group C,some college,standard,none,80,74,68
10723,male,group C,associate's degree,standard,none,76,75,66
10724,female,group C,some college,free/reduced,none,75,91,86
10725,female,group B,high school,standard,none,41,58,51
10726,male,group B,associate's degree,standard,none,70,61,59
10727,male,group B,some high school,standard,completed,71,57,64
10728,male,group C,bachelor's degree,free/reduced,completed,60,69,63
10729,male,group C,associate's degree,standard,none,53,49,46
10730,male,group C,some high school,standard,completed,66,59,52
10731,female,group C,some high school,standard,none,68,70,68
10732,male,group B,some high school,standard,none,83,72,68
10733,female,group C,some college,standard,none,70,79,82
10734,female,group B,high school,standard,none,71,82,79
10735,male,group E,bachelor's degree,standard,none,75,68,63
10736,female,group D,bachelor's degree,standard,none,61,69,71
10737,female,group D,some high school,standard,none,71,83,81
10738,female,group D,high school,free/reduced,none,56,71,67
10739,male,group A,associate's degree,free/reduced,completed,60,66,60
10740,male,group D,bachelor's degree,standard,completed,64,62,60
10741,female,group D,some college,free/reduced,none,75,84,85
10742,female,group C,bachelor's degree,free/reduced,none,43,51,46
10743,male,group B,high school,free/reduced,none,58,63,57
10744,male,group C,master's degree,free/reduced,completed,65,72,69
10745,female,group C,some high school,standard,none,64,80,80
10746,female,group B,some high school,free/reduced,completed,58,74,71
10747,male,group D,some college,free/reduced,none,55,51,44
10748,female,group D,master's degree,standard,completed,65,77,83
10749,male,group C,bachelor's degree,free/reduced,completed,57,57,60
10750,female,group C,associate's degree,standard,completed,47,58,59
10751,male,group C,high school,free/reduced,none,60,53,46
10752,male,group D,master's degree,standard,none,51,54,44
10753,female,group B,some high school,standard,none,54,65,70
10754,male,group C,some high school,standard,none,65,58,50
10755,female,group A,bachelor's degree,free/reduced,none,59,73,65
10756,female,group B,high school,free/reduced,none,62,72,74
10757,female,group D,some high school,free/reduced,completed,42,47,55
10758,male,group C,associate's degree,standard,none,63,62,58
10759,male,group B,high school,standard,completed,76,75,70
10760,male,group E,bachelor's degree,free/reduced,none,35,31,31
10761,female,group E,some high school,free/reduced,none,65,71,67
10762,male,group C,bachelor's degree,standard,none,100,87,90
10763,female,group A,high school,free/reduced,none,50,69,63
10764,male,group D,associate's degree,standard,none,91,99,87
10765,male,group C,some high school,standard,completed,57,61,59
10766,male,group B,bachelor's degree,standard,completed,45,63,63
10767,male,group A,some high school,free/reduced,none,60,53,56
10768,female,group A,some college,standard,completed,68,85,80
10769,female,group B,bachelor's degree,standard,none,56,65,63
10770,female,group B,associate's degree,standard,completed,90,96,96
10771,male,group C,associate's degree,free/reduced,none,44,44,47
10772,male,group D,associate's degree,standard,none,88,84,81
10773,female,group B,some college,free/reduced,completed,53,72,72
10774,female,group D,bachelor's degree,standard,none,100,98,100
10775,male,group D,high school,free/reduced,none,62,54,53
10776,male,group D,bachelor's degree,standard,none,90,95,96
10777,male,group A,associate's degree,standard,completed,78,80,83
10778,female,group D,high school,standard,completed,75,93,88
10779,male,group D,associate's degree,standard,completed,90,91,95
10780,male,group C,master's degree,free/reduced,none,75,62,67
10781,male,group B,associate's degree,standard,none,56,63,56
10782,female,group A,associate's degree,free/reduced,completed,63,72,76
10783,female,group C,bachelor's degree,standard,none,88,96,97
10784,female,group C,associate's degree,standard,none,85,92,93
10785,female,group D,associate's degree,free/reduced,none,63,69,69
10786,male,group C,some high school,standard,none,86,87,81
10787,male,group D,some college,free/reduced,completed,77,82,86
10788,male,group A,high school,free/reduced,none,56,57,55
10789,female,group C,some college,free/reduced,none,49,61,60
10790,male,group A,associate's degree,free/reduced,completed,76,79,78
10791,male,group C,associate's degree,free/reduced,none,37,33,27
10792,female,group D,some college,standard,completed,66,65,70
10793,female,group B,master's degree,standard,none,67,84,75
10794,female,group C,high school,standard,none,76,93,88
10795,female,group E,high school,standard,none,55,64,67
10796,female,group B,some high school,standard,none,56,74,69
10797,female,group C,some high school,standard,none,42,56,52
10798,female,group D,some college,free/reduced,none,61,75,73
10799,female,group C,high school,standard,none,88,88,85
10800,male,group C,some high school,standard,completed,40,47,46
10801,female,group B,associate's degree,free/reduced,completed,40,48,56
10802,male,group C,associate's degree,free/reduced,completed,87,89,82
10803,male,group C,associate's degree,standard,none,59,57,49
10804,male,group D,associate's degree,standard,none,81,83,73
10805,male,group D,some high school,standard,none,70,75,68
10806,male,group A,associate's degree,standard,none,53,45,42
10807,female,group D,associate's degree,free/reduced,none,65,72,75
10808,female,group C,some college,standard,none,77,88,85
10809,female,group C,master's degree,standard,none,70,77,82
10810,male,group C,some college,free/reduced,none,46,44,46
10811,male,group C,some high school,free/reduced,none,65,65,51
10812,male,group B,high school,free/reduced,completed,64,72,69
10813,female,group B,some college,standard,completed,68,81,81
10814,male,group E,bachelor's degree,standard,completed,99,91,89
10815,female,group C,bachelor's degree,standard,none,81,85,86
10816,female,group C,some college,standard,none,68,72,73
10817,male,group C,high school,standard,none,80,72,73
10818,female,group D,bachelor's degree,standard,none,52,58,59
10819,male,group E,high school,standard,completed,85,74,77
10820,female,group A,some high school,free/reduced,completed,43,68,64
10821,male,group B,master's degree,standard,completed,100,93,98
10822,male,group C,some college,standard,none,73,64,63
10823,female,group C,associate's degree,free/reduced,none,38,52,49
10824,female,group D,some college,standard,none,50,55,61
10825,male,group C,some high school,standard,none,82,62,61
10826,female,group C,some high school,standard,completed,58,64,64
10827,male,group C,some college,standard,none,64,54,62
10828,male,group D,some college,standard,none,79,76,76
10829,male,group C,master's degree,standard,none,62,69,62
10830,male,group B,high school,standard,completed,79,74,72
10831,male,group D,some college,free/reduced,completed,90,86,88
10832,male,group D,high school,standard,completed,93,80,90
10833,female,group D,high school,standard,none,41,49,48
10834,male,group E,some high school,free/reduced,none,63,49,53
10835,female,group D,some high school,free/reduced,none,48,62,57
10836,female,group C,some college,standard,completed,58,73,70
10837,female,group D,high school,free/reduced,none,69,89,81
10838,female,group C,high school,standard,none,72,76,70
10839,female,group C,master's degree,standard,none,86,99,100
10840,male,group C,some high school,standard,completed,80,79,71
10841,female,group C,associate's degree,free/reduced,completed,66,70,77
